Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
KEX,"Kirby Corp",39.11,-0.9,-2.25%,40.15,40.3,38.82,877156,09/10/20
KEY,Keycorp,12.29,-0.26,-2.07%,12.67,12.82,12.28,7749019,09/10/20
KEYS,"Keysight Technologies Inc Comm",90.69,-2.2,-2.37%,93.47,93.95,90.62,2400384,09/10/20
KFRC,"Kforce Inc",33.58,-0.76,-2.21%,34.25,34.35,33.54,102846,09/10/20
KFY,"Korn/Ferry International",28.58,-0.88,-2.99%,29.53,29.74,28.51,680964,09/10/20
KHC,"Kraft Heinz Company",31.51,-0.14,-0.44%,31.61,32.23,31.33,7016144,09/10/20
KIDS,"Orthopediatrics Corp",42.76,-3.62,-7.81%,46.35,47.1,42.44,221199,09/10/20
KIM,"Kimco Realty Corp",12.13,0.04,+0.33%,12.1,12.32,12.05,5818609,09/10/20
KIN,"Kindred Biosciences",4.22,-0.03,-0.71%,4.21,4.34,4.2,168390,09/10/20
KKR,"KKR & Co. LP",34.68,-0.28,-0.80%,35.36,35.8,34.5,2610483,09/10/20
KLAC,"K L A-Tencor Corp",173.13,-1.33,-0.76%,176.03,177.35,172.62,2413015,09/10/20
KMB,"Kimberly-Clark Corp",148.15,-3.3,-2.18%,151.1,151.61,148.03,1711622,09/10/20
KMI,"Kinder Morgan",12.91,-0.31,-2.34%,13.29,13.29,12.87,13770175,09/10/20
KMPR,"Kemper Corp",72.57,-1.59,-2.14%,74.02,74.52,72.54,193271,09/10/20
KMT,"Kennametal Inc",30.42,-1.14,-3.61%,31.56,31.68,30.36,859190,09/10/20
KMX,"Carmax Inc",102.46,-2.69,-2.56%,105,106.47,102.37,1029138,09/10/20
KN,"Knowles Corp",14.9,-0.2,-1.32%,15.21,15.36,14.78,387277,09/10/20
KNL,"Knoll Inc",11.2,-0.3,-2.61%,11.48,11.7,11.19,219458,09/10/20
KNSA,"Kiniksa Pharmaceuticals Ltd",15.5,-0.45,-2.82%,15.95,16.43,15.49,209101,09/10/20
KNSL,"Kinsale Capital Group Inc",189.8,-5.2,-2.67%,197.05,198.81,189.4,109954,09/10/20
KNX,"Knight-Swift Transporation Inc",45.76,-0.76,-1.63%,46.59,47.28,45.37,3009119,09/10/20
KO,"Coca-Cola Company",50,-0.19,-0.38%,50.35,50.67,49.95,15085342,09/10/20
KOD,"Kodiak Sciences Inc",49.44,-2.14,-4.15%,51.43,52.26,48.94,251066,09/10/20
KOP,"Koppers Holdings Inc",22.43,-0.21,-0.93%,22.87,23.11,22.38,100328,09/10/20
KOS,"Kosmos Energy Ltd",1.07,-0.11,-9.32%,1.17,1.19,1.06,8099481,09/10/20
KPTI,"Karyopharm Therapeut",14.73,-0.53,-3.47%,15.34,15.57,14.69,979987,09/10/20
KR,"Kroger Company",34.74,-0.44,-1.25%,35.2,35.38,34.69,11396614,09/10/20
KRA,"Kraton Performance Polymers Inc",16.8,2.27,+15.62%,14.73,17.33,14.38,1134499,09/10/20
KRC,"Kilroy Realty Corp",55.7,-0.57,-1.01%,56.16,56.4,55.39,752297,09/10/20
KREF,"KKR Real Estate Finance Trust Inc",18.19,-0.26,-1.41%,18.43,18.54,18.19,168482,09/10/20
KRG,"Kite Realty Group Trust",11.44,-0.23,-1.97%,11.65,11.78,11.44,426403,09/10/20
KRNY,"Kearny Financial",7.34,-0.19,-2.46%,7.53,7.65,7.31,338437,09/10/20
KRO,"Kronos Worldwide Inc",12.61,-0.17,-1.33%,12.77,12.88,12.57,189759,09/10/20
KROS,"Keros Therapeutics Inc",47.25,-2.26,-4.56%,49.91,51.55,46.14,29210,09/10/20
KRTX,"Karuna Therapeutics Inc",75.18,0.47,+0.63%,75.52,78.89,75.09,171137,09/10/20
KRYS,"Krystal Biotech Inc",44.14,-0.42,-0.94%,45.11,46.21,44.14,72447,09/10/20
KSS,"Kohl's Corp",21.89,-0.14,-0.64%,22.18,22.7,21.78,6172842,09/10/20
KSU,"Kansas City Southern",185.17,-0.3,-0.16%,184.11,187.19,182.57,1630956,09/10/20
KTB,"Kontoor Brands Inc [Ktb/I]",24.92,0.31,+1.26%,24.75,25.63,24.75,626845,09/10/20
KTOS,"Kratos Defns",19.47,-0.08,-0.41%,19.62,19.9,19.35,1285385,09/10/20
KURA,"Kura Oncology",26.87,0.03,+0.11%,26.88,28,26.42,1009531,09/10/20
KVHI,"K V H Inds Inc",8.29,-0.12,-1.43%,8.46,8.53,8.25,31002,09/10/20
KW,"Kennedy-Wilson Holdings Inc",14.5,-0.2,-1.36%,14.78,14.82,14.44,699134,09/10/20
KWR,"Quaker Chemical Corp",187.95,-2.71,-1.42%,191.51,191.6,187.95,71993,09/10/20
KZR,"Kezar Life Sciences Inc",4.66,0.01,+0.22%,4.66,4.89,4.65,214201,09/10/20
L,"Loews Corp",35.16,-0.65,-1.82%,36.13,36.44,35.13,959034,09/10/20
LAD,"Lithia Motors",243.53,-4.26,-1.72%,250.11,252.47,242.24,200014,09/10/20
LADR,"Ladder Capital Corp",7.33,-0.25,-3.30%,7.55,7.64,7.32,937436,09/10/20
LAMR,"Lamar Advertis A",64.3,-1.3,-1.98%,66.07,66.08,64.23,592164,09/10/20
LANC,"Lancaster Colony Cor",175.83,-1.1,-0.62%,176.52,177.95,175.65,70698,09/10/20
LAND,"Gladstone Land Corp",15.24,-0.27,-1.74%,15.62,15.62,15.22,114805,09/10/20
LASR,"Nlight Inc",20.23,-0.55,-2.65%,20.73,21.27,20.13,152637,09/10/20
LAUR,"Laureate Education Inc",12.17,-0.3,-2.41%,12.58,12.69,12.1,468587,09/10/20
LAWS,"Lawson Products IN",40.58,-0.01,-0.02%,40.6,40.72,40.58,10365,09/10/20
LAZ,"Lazard Ltd",31.04,-0.78,-2.45%,31.82,32.42,31.02,587983,09/10/20
LB,"L Brands Inc",28.01,-0.58,-2.03%,28.86,29.35,27.92,3704367,09/10/20
LBAI,"Lakeland Bancorp Inc",10.57,-0.1,-0.94%,10.68,10.78,10.52,164483,09/10/20
LBC,"Luther Burbank Corp",9.08,-0.1,-1.09%,9.15,9.15,9.02,34569,09/10/20
LBRDA,"Liberty Broadbd A",136.1,-1.34,-0.97%,137.35,139.37,135.52,137980,09/10/20
LBRDK,"Liberty Broadbd C",137.31,-2.17,-1.56%,139.81,141.51,137.24,671210,09/10/20
LBRT,"Liberty Oilfield Services Inc",8.08,-0.21,-2.53%,8.46,8.6,8.06,2224298,09/10/20
LC,"Lendingclub Corp",4.85,-0.14,-2.81%,4.99,5.04,4.85,1050578,09/10/20
LCI,"Lannett Co. Inc",5.56,0.1,+1.83%,5.46,5.59,5.4,245066,09/10/20
LCII,"Lci Industries",109.13,-1.33,-1.20%,110.84,111.01,108.41,73520,09/10/20
LCNB,"Lcnb Corp",14.6,-0.24,-1.62%,14.92,14.92,14.51,11247,09/10/20
LCUT,"Lifetime Brands Inc",10.36,0.18,+1.77%,10.15,10.39,10,31534,09/10/20
LDL,"Lydall Inc",17.88,-0.81,-4.33%,18.83,18.85,17.8,84798,09/10/20
LDOS,"Leidos Holdings Inc",85.9,-1.27,-1.46%,87.59,88.07,85.6,973082,09/10/20
LE,"Lands' End Inc",13.86,-0.3,-2.12%,14.33,14.39,13.65,463689,09/10/20
LEA,"Lear Corp",117.58,-2.67,-2.22%,121.42,122.61,117.35,413303,09/10/20
LECO,"Lincoln Elec Hld",91.97,-2.15,-2.28%,94.18,94.18,91.69,216130,09/10/20
LEG,"Leggett & Platt Inc",44.25,1.08,+2.50%,43.41,44.48,43.25,1687779,09/10/20
LEN,"Lennar Corp",75.5,-0.29,-0.38%,76.33,77.36,74.93,1548846,09/10/20
LEN.B,"Lennar Corp Cl B",59.83,-0.12,-0.20%,60.65,61.3,59.45,63012,09/10/20
LEVL,"Level One Bancorp Inc",17.04,0.65,+3.97%,16.55,17.04,16.49,4191,09/10/20
LFUS,"Littelfuse Inc",173.68,-3.57,-2.01%,178.17,178.59,173.68,48268,09/10/20
LFVN,"Lifevantage Cp",14.07,0.41,+3.00%,13.65,14.14,13.52,63560,09/10/20
LGF.A,"Lions Gate Entertainment Corp Cl A",9.36,-0.21,-2.19%,9.61,9.72,9.3,522493,09/10/20
LGF.B,"Lions Gate Entertainment Corp Cl B",8.62,-0.18,-2.05%,8.85,8.9,8.56,301467,09/10/20
LGIH,"LGI Homes Inc",111.6,-2.84,-2.48%,114.84,116.62,110.91,271496,09/10/20
LGND,"Ligand Pharm",100.02,-1.02,-1.01%,102.48,102.89,98.78,366840,09/10/20
LH,"Laboratory Corp of America Holdings",181.59,5.87,+3.34%,177.02,184.45,176.6,1377541,09/10/20
LHCG,"LHC Group Inc",202.33,-4.95,-2.39%,208.31,210.17,202.11,185391,09/10/20
LHX,"L3Harris Technologies Inc",176.4,-4.44,-2.46%,181.4,182.68,175.62,1468839,09/10/20
LII,"Lennox International",270.43,-2.99,-1.09%,274.47,274.47,269.09,150050,09/10/20
LILA,"Liberty Latin America Cl A",9.51,-0.4,-4.04%,9.81,10.03,9.48,333550,09/10/20
LILAK,"Liberty Latin America Cl C",9.31,-0.39,-4.02%,9.69,9.79,9.23,2288641,09/10/20
LIN,"Linde Plc",247.29,-3.86,-1.54%,253.32,254.61,247,1095071,09/10/20
LIND,"Lindblad Expd Hld",9.97,-0.62,-5.85%,10.64,10.81,9.85,849878,09/10/20
LITE,"Lumentum Hld",70.25,-2.37,-3.26%,73.5,74.2,69.72,2499487,09/10/20
LIVN,"Livanova Plc OR Sh",44.11,-1.08,-2.39%,44.88,45.59,44.11,551512,09/10/20
LIVX,"Livexlive Media Inc",2.56,-0.02,-0.78%,2.59,2.67,2.5,583662,09/10/20
LJPC,"LA Jolla Pharma",4.12,0.04,+0.98%,4.2,4.53,4.11,640363,09/10/20
LKFN,"Lakeland Finl Corp",44.77,-0.8,-1.76%,45.57,46.16,44.65,61088,09/10/20
LKQ,"LKQ Corp",31.31,-0.43,-1.35%,31.46,32.19,30.99,3883046,09/10/20
LL,"Lumber Liquidators Holdings Inc",21.73,-0.18,-0.82%,22.46,22.79,21.47,623358,09/10/20
LLNW,"Limelight Networks",5.33,0.02,+0.38%,5.35,5.54,5.25,2691311,09/10/20
LLY,"Eli Lilly and Company",146.22,-5.75,-3.78%,149.88,150.6,145.71,3956719,09/10/20
LMAT,"Lemaitre Vascular",31.5,-0.41,-1.28%,32.23,32.26,31.5,87657,09/10/20
LMNR,"Limoneira Company",16,1.08,+7.24%,15.21,16.78,14.85,132556,09/10/20
LMNX,"Luminex Corp",24.13,-0.19,-0.78%,24.47,25.15,24.12,537431,09/10/20
LMT,"Lockheed Martin Corp",379.11,-6.13,-1.59%,386.02,388.53,378.33,715882,09/10/20
LNC,"Lincoln National Corp",34.46,-1.29,-3.61%,35.98,36.39,34.17,2601686,09/10/20
LNDC,"Landec Cp",9.69,0.05,+0.52%,9.6,9.83,9.6,48933,09/10/20
LNG,"Cheniere Energy",49.04,-0.29,-0.59%,49.49,49.75,49.02,1799413,09/10/20
LNN,"Lindsay Corp",97.19,-0.88,-0.90%,98.33,98.49,96.73,36606,09/10/20
LNT,"Alliant Energy Corp",52.08,-1.7,-3.16%,53.51,53.88,52.03,1977758,09/10/20
LNTH,"Lantheus Holdings",12.84,-0.15,-1.15%,13.12,13.2,12.77,307746,09/10/20
LOB,"Live Oak Bancsh",23.12,0.21,+0.92%,23.62,23.82,23.1,621220,09/10/20
LOCO,"El Pollo Loco",17.52,0.17,+0.98%,17.36,17.94,17.36,270762,09/10/20
LOPE,"Grand Canyon Educati",86.19,-1.12,-1.28%,87.97,89.18,86.19,234267,09/10/20
LORL,"Loral Space Comm",21.53,-1.14,-5.03%,22.94,23.19,21.5,162338,09/10/20
LOVE,"The Lovesac Company",28,1.89,+7.24%,27,28.62,26.8,662626,09/10/20
LOW,"Lowe's Companies",158.33,-1.2,-0.75%,160.09,162.93,157.06,4116363,09/10/20
LPG,"Dorian Lpg Ltd",8.45,0.09,+1.08%,8.42,8.52,8.35,426514,09/10/20
LPLA,"Lpl Financial Hld",79,-1.39,-1.73%,81.18,81.46,78.83,624281,09/10/20
LPSN,"Liveperson Inc",50.99,-1.06,-2.04%,52.47,53.52,50.49,546841,09/10/20
LPX,"Louisiana-Pacific Corp",31.63,-0.45,-1.40%,32.1,32.53,31.57,1001605,09/10/20
LQDA,"Liquidia Technologies Inc",5.04,0.27,+5.66%,4.77,5.14,4.77,258918,09/10/20
LQDT,"Liquidity Services",7.45,-0.16,-2.10%,7.62,7.81,7.44,180797,09/10/20
LRCX,"Lam Research Corp",297.51,-3.4,-1.13%,303.76,305.71,295.78,2083485,09/10/20
LRN,"K12 Inc",30.55,-3.21,-9.51%,33.77,34.37,28.08,6140910,09/10/20
LSCC,"Lattice Semicond",27.15,-0.4,-1.43%,27.83,28.18,27.14,752253,09/10/20
LSI,"Life Storage",108.4,-0.4,-0.37%,108.81,109.02,107.18,339692,09/10/20
LSTR,"Landstar System",132.28,-2.55,-1.89%,137.67,139.99,132.05,411961,09/10/20
LSXMA,"Liberty Srs XM CS A",34.63,-0.73,-2.06%,35.62,36.19,34.53,571450,09/10/20
LSXMK,"Liberty Srs XM CS C",34.55,-0.71,-2.01%,35.46,36.09,34.45,793626,09/10/20
LTC,"Ltc Properties",37.22,-0.05,-0.13%,37.2,37.48,36.87,214821,09/10/20
LTHM,"Livent Corp",8.46,-0.17,-1.97%,8.68,8.84,8.45,1166418,09/10/20
LTRPA,"Liberty Tripadv A",2.28,0.01,+0.44%,2.3,2.39,2.24,724883,09/10/20
LULU,"Lululemon Athletica",320,-3.93,-1.21%,326.9,336.28,317.67,3408020,09/10/20
LUV,"Southwest Airlines Company",38.94,-0.28,-0.71%,39.52,39.95,38.87,9012906,09/10/20
LVGO,"Livongo Health Inc",126.58,-1.45,-1.13%,129.3,131.62,125.36,2001931,09/10/20
LVS,"Las Vegas Sands",52.32,1.48,+2.91%,51.35,53.1,50.91,5945254,09/10/20
LW,"Lamb Weston Holdings Inc",62,0.6,+0.98%,61.59,62.79,61.4,1070263,09/10/20
LXFR,"Luxfer Holdings Plc",13.68,-0.52,-3.66%,14.17,14.19,13.66,60219,09/10/20
LXP,"Lexington Realty Trust",11.15,-0.13,-1.15%,11.24,11.28,11.1,1452389,09/10/20
LXRX,"Lexicon Pharmaceutcl",1.58,-0.02,-1.25%,1.61,1.61,1.56,545753,09/10/20
LYB,"Lyondellbasell Industries NV",70.94,-1.75,-2.41%,72.8,72.99,70.89,1938625,09/10/20
LYFT,"Lyft Inc Cl A",29.51,-0.36,-1.21%,30.21,31.2,29.33,8120749,09/10/20
LYV,"Live Nation Entertainment",56.93,-0.31,-0.54%,57.53,59.31,56.74,2618865,09/10/20
LZB,"La-Z-Boy Inc",32.35,0.59,+1.86%,32.22,32.86,32.06,336958,09/10/20
M,"Macy's Inc",7.4,-0.15,-1.99%,7.56,7.8,7.4,17689453,09/10/20
MA,"Mastercard Inc",332.88,-6.76,-1.99%,342.5,345.13,331.14,2839157,09/10/20
MAA,"Mid-America Apartment Communities",116.44,0,0.00%,116.29,117.41,114.31,696915,09/10/20
MAC,"Macerich Company",7.6,-0.26,-3.31%,7.88,7.93,7.6,5160566,09/10/20
MAN,"Manpower Inc",68.5,-2.7,-3.79%,71.73,71.82,68.35,498714,09/10/20
MANH,"Manhattan Assoc",94.84,0.8,+0.85%,95.05,96.2,93.99,399168,09/10/20
MANT,"Mantech Intl Cp A",73.46,0.19,+0.26%,73.05,74.18,73,247540,09/10/20
MAR,"Marriot Int Cl A",100.38,-1.63,-1.60%,102.94,105.38,100.11,2261716,09/10/20
MAS,"Masco Corp",57.69,-0.26,-0.45%,58.01,58.5,57.47,1651925,09/10/20
MASI,"Masimo Corp",215.15,-6.27,-2.83%,222.89,224.82,215.01,343047,09/10/20
MAT,"Mattel Inc",11.08,0.11,+1.00%,11.01,11.28,10.96,1859727,09/10/20
MATW,"Matthews Intl Corp",23,0.48,+2.13%,22.62,23.06,22.41,281188,09/10/20
MATX,"Matson Inc",38.61,-0.39,-1.00%,39.06,39.25,38.55,182333,09/10/20
MAXN,"Maxeon Solar Tech Ltd.",18.72,-1.88,-9.13%,20.18,21.35,18.68,767224,09/10/20
MAXR,"Maxar Technologies Ltd",23.09,0.06,+0.26%,23.18,23.66,22.76,968452,09/10/20
MBI,"MBIA Inc",6.94,-0.78,-10.10%,7.77,7.77,6.82,2010094,09/10/20
MBIN,"Merchants Bancorp",19.91,-0.36,-1.78%,20.42,20.42,19.7,24721,09/10/20
MBIO,"Mustang Bio Inc",3.1,0.01,+0.32%,3.12,3.2,3.08,559956,09/10/20
MBUU,"Malibu Boats Inc",49.31,-1.29,-2.55%,51.13,51.13,49.2,153511,09/10/20
MBWM,"Mercantile Bank Corp",20.2,-0.25,-1.22%,20.78,20.78,20.16,25467,09/10/20
MC,Moelis,30.74,-1.09,-3.42%,31.85,31.85,30.72,1450153,09/10/20
MCB,"Metropolitan Bank Holding Corp",30,0.06,+0.20%,30.21,30.43,30,10556,09/10/20
MCBC,"Macatawa Bank Corp",7.08,-0.11,-1.53%,7.19,7.19,7.06,60470,09/10/20
MCBS,"Metrocity Bankshares Inc",12.75,-0.29,-2.22%,12.91,12.91,12.75,20633,09/10/20
MCD,"McDonald's Corp",217.24,1.53,+0.71%,215.72,219.48,215.72,3324431,09/10/20
MCFT,"Mcbc Holdings",17.91,-0.21,-1.16%,18.47,18.47,17.29,733254,09/10/20
MCHP,"Microchip Technology",100.6,-0.85,-0.84%,102.54,104.03,99.93,2364521,09/10/20
MCK,"Mckesson Corp",150.73,-1.58,-1.04%,152.38,154.91,150.62,933045,09/10/20
MCO,"Moody's Corp",283.78,-4.63,-1.61%,287.43,290.9,281.87,670533,09/10/20
MCRB,"Seres Theraptc",25.31,0.89,+3.64%,24.49,25.43,24.48,906337,09/10/20
MCRI,"Monarch Casino",45.28,0,0.00%,45.74,47.35,45.28,95082,09/10/20
MCS,"Marcus Corp",14.31,-0.59,-3.96%,15.02,15.46,14.24,222189,09/10/20
MCY,"Mercury General Corp",44.12,-0.62,-1.39%,45.04,45.04,44.05,213016,09/10/20
MD,"Mednax Inc",18.88,0.97,+5.42%,20.01,20.07,18.8,2230846,09/10/20
MDB,"Mongodb Inc Cl A",209.64,-5.94,-2.76%,216.28,220.15,208.29,752368,09/10/20
MDC,"M.D.C. Holdings",44.1,-0.11,-0.25%,44.31,44.9,43.71,539142,09/10/20
MDGL,"Madrigal Pharmaceuticals Inc",100.18,-2.51,-2.44%,103.2,103.28,99.88,83570,09/10/20
MDLA,"Medallia Inc",31.6,-0.91,-2.80%,32.71,33.64,31.32,1470087,09/10/20
MDLZ,"Mondelez Intl Inc",57.1,-0.4,-0.70%,57.25,57.97,56.87,6720573,09/10/20
MDP,"Meredith Corp",13.49,-0.16,-1.17%,13.57,13.82,13.35,685803,09/10/20
MDRX,"Allscripts Hlthcare",8.83,-0.17,-1.89%,9.08,9.13,8.82,950025,09/10/20
MDT,"Medtronic Inc",104.78,-1.88,-1.76%,106.8,107.14,104.43,3636040,09/10/20
MDU,"Mdu Res Group Inc",23.29,-0.4,-1.69%,23.71,23.71,23.23,995242,09/10/20
MED,"Medifast Inc",179.37,5.05,+2.90%,175.97,184.29,175.15,204273,09/10/20
MEDP,"Medpace Holdings Inc",116.34,-0.99,-0.84%,117.76,118.77,115.99,264241,09/10/20
MEI,"Methode Electronics",27.4,-1.05,-3.69%,28.49,28.63,27.4,155803,09/10/20
MEIP,"Mei Pharma Inc",2.79,0.11,+4.10%,2.66,3.06,2.62,1916796,09/10/20
MESA,"Mesa Air Group Inc",3.39,-0.01,-0.29%,3.4,3.45,3.33,277164,09/10/20
MET,"Metlife Inc",37.69,-0.59,-1.54%,38.42,39.07,37.62,4907961,09/10/20
MFA,"MFA Financial Inc",2.74,0.01,+0.37%,2.74,2.77,2.7,7536808,09/10/20
MFNC,"Mackinac Financial",10.07,0.25,+2.55%,9.82,10.08,9.82,8788,09/10/20
MG,"Mistras Group Inc",4,-0.08,-1.96%,4.09,4.15,4,148290,09/10/20
MGEE,"Mge Energy Inc",62.82,-0.89,-1.40%,63.68,63.68,62.73,101988,09/10/20
MGLN,"Magellan Health",76.02,0.14,+0.18%,76.22,77.1,75.38,160180,09/10/20
MGM,"MGM Resorts International",22.84,-0.27,-1.17%,23.5,24.13,22.82,17921209,09/10/20
MGNI,"Magnite Inc",5.9,-0.49,-7.74%,6.47,6.66,5.88,3517320,09/10/20
MGNX,Macrogenics,26.96,-0.09,-0.33%,27.19,28.59,26.96,351806,09/10/20
MGPI,"MGP Ingredients Inc",39.25,-0.31,-0.78%,39.29,39.74,38.76,94256,09/10/20
MGRC,"Mcgrath Rentcorp",62.94,-0.5,-0.79%,63.82,64.07,62.3,114803,09/10/20
MGTA,"Magenta Therapeutics Inc",7.15,0,0.00%,7.16,7.35,7.01,157075,09/10/20
MGTX,"Meiragtx Holdings Plc",13.16,0.01,+0.08%,13.61,13.89,13.07,64703,09/10/20
MGY,"Magnolia Oil & Gas Corp",5.86,0.05,+0.86%,5.78,5.92,5.76,2221721,09/10/20
MHK,"Mohawk Industries",93.75,-0.34,-0.36%,94.98,95.62,93.15,537944,09/10/20
MHO,"M/I Homes",44.71,-0.3,-0.67%,45.24,46.12,44.47,190513,09/10/20
MIC,"Macquarie Infrastructure Company Trust",26.53,-0.39,-1.45%,27,27.13,26.21,673760,09/10/20
MIDD,"Middleby Corp",93.57,-2.38,-2.48%,96.5,97.29,93.15,438222,09/10/20
MIK,"The Michaels Comp",10.19,0.03,+0.30%,10.39,10.71,10.19,4437017,09/10/20
MIME,"Mimecast Ltd Ord",46.6,-0.45,-0.96%,47.41,48.41,46.49,508288,09/10/20
MITK,"Mitek Systems Inc",11.86,0.1,+0.85%,11.83,12.05,11.79,405234,09/10/20
MJCO,Majesco,16,0.01,+0.06%,16.01,16.05,15.94,23095,09/10/20
MKC,"Mccormick & Company Inc",198.19,-4.5,-2.22%,201.85,202.71,196.88,396444,09/10/20
MKL,"Markel Corp",1044.97,-4.68,-0.45%,1050.67,1056.45,1035.2,39060,09/10/20
MKSI,"Mks Instruments Inc",104.63,-3,-2.79%,108.31,109.12,104,360467,09/10/20
MKTX,"Marketaxess Holdings",451.53,-7.14,-1.56%,462.08,467.64,450.68,191742,09/10/20
MLAB,"Mesa Labs Inc",246.89,-0.31,-0.13%,249.54,250.21,246.48,29781,09/10/20
MLHR,"Miller Herman Inc",22.15,0.03,+0.14%,22.14,22.59,21.95,602248,09/10/20
MLI,"Mueller Industries",28.69,-0.47,-1.61%,29.25,29.31,28.55,162512,09/10/20
MLM,"Martin Marietta Materials",207.33,3.88,+1.91%,203.55,209.27,202.22,453434,09/10/20
MLP,"Maui Land & Pineapple Company",10.94,-0.23,-2.06%,11.24,11.24,10.93,12115,09/10/20
MLR,"Miller Industries",30.81,-0.14,-0.45%,31,31.34,30.53,44526,09/10/20
MMAC,"Mma Capital Mngt",23.12,-0.04,-0.17%,23.27,23.44,23.12,4295,09/10/20
MMC,"Marsh & Mclennan Companies",115.61,-1.14,-0.98%,116.76,117.5,115.58,1855940,09/10/20
MMI,"Marcus & Millichap",28.94,-0.52,-1.77%,29.45,29.5,28.87,116113,09/10/20
MMM,"3M Company",163.15,-2.55,-1.54%,166.24,166.67,162.75,2054100,09/10/20
MMS,"Maximus Inc",71.79,-1.82,-2.47%,74.07,74.3,71.68,242988,09/10/20
MMSI,"Merit Medical Sys",49.18,-0.42,-0.85%,49.94,49.94,48.81,533413,09/10/20
MNK,"Mallinckrodt Plc",1.3,-0.11,-7.80%,1.39,1.41,1.29,3771723,09/10/20
MNKD,"Mannkind Corp",1.66,0.01,+0.61%,1.65,1.7171,1.63,1413419,09/10/20
MNOV,"Medicinova Inc",5.39,0.03,+0.56%,5.38,5.5,5.35,79201,09/10/20
MNR,"Monmouth Real Estate Investment Corp",14.2,-0.27,-1.87%,14.45,14.45,14.19,262493,09/10/20
MNRL,"Brigham Minerals Inc",9.31,-0.4,-4.12%,9.72,9.73,9.25,285455,09/10/20
MNRO,"Monro Muffler Brak",43.88,-2.24,-4.86%,46.43,46.51,43.83,317934,09/10/20
MNSB,"Mainstreet Bank",13.15,0.15,+1.15%,13.08,13.36,13.08,9402,09/10/20
MNST,"Monster Beverage Cp",81.78,-0.96,-1.16%,82.44,83.19,81.07,2332068,09/10/20
MNTA,"Momenta Pharma",52.14,-0.03,-0.06%,52.17,52.2,52.14,3122327,09/10/20
MO,"Altria Group",43.35,-0.44,-1.00%,43.89,43.89,43.27,7564760,09/10/20
MOBL,"Mobileiron Inc",5.76,-0.14,-2.46%,5.9,6.01,5.75,616942,09/10/20
MOD,"Modine Manufacturing Company",6.09,-0.12,-1.93%,6.25,6.31,6.06,256949,09/10/20
MODN,"Model N Inc",35.25,-0.35,-0.98%,35.94,36.56,35.2,215151,09/10/20
MOFG,"Midwestone Fnl Gp",19.09,-0.01,-0.05%,19.22,19.35,18.88,37498,09/10/20
MOG.A,"Moog Inc Cl A",59.26,-0.98,-1.63%,59.89,60.69,58.95,173914,09/10/20
MOH,"Molina Healthcare Inc",171.45,-4.05,-2.31%,175.7,177.15,170.47,418356,09/10/20
MORF,"Morphic Holding Inc",25.68,-0.66,-2.51%,26.87,27.11,25.53,25810,09/10/20
MORN,"Morningstar Inc",158.17,-1.32,-0.83%,158.82,161.08,157.88,74048,09/10/20
MOS,"Mosaic Company",17.72,-0.25,-1.39%,18.05,18.22,17.67,2718246,09/10/20
MOV,"Movado Group Inc",11.22,0.15,+1.36%,11.09,11.51,10.99,357050,09/10/20
MPAA,"Motorcar Parts Amer",17.35,-0.07,-0.40%,17.63,17.63,17.35,40335,09/10/20
MPB,"Mid Penn Bancorp Inc",18.31,-0.61,-3.22%,19.17,19.23,17.89,13123,09/10/20
MPC,"Marathon Petroleum Corp",30.27,-1.5,-4.72%,31.88,31.97,30.22,8875403,09/10/20
MPW,"Medical Properties Trust",18.37,0.05,+0.27%,18.31,18.64,18.27,3891456,09/10/20
MPWR,"Monolithic Power Sys",243.19,-3.37,-1.37%,248.5,249.86,241.92,295529,09/10/20
MPX,"Marine Products Corp",17.3,-0.61,-3.41%,17.86,18.65,17.17,111991,09/10/20
MR,"Montage Resources Corp",4.52,-0.22,-4.64%,4.72,4.78,4.49,499091,09/10/20
MRC,"Mrc Global Inc",5.44,-0.52,-8.72%,5.91,5.91,5.18,1165086,09/10/20
MRCY,"Mercury Sys Inc",67.04,-1.77,-2.57%,68.81,69.95,66.97,274600,09/10/20
MRK,"Merck & Company",83.57,-1.31,-1.54%,84.73,84.88,83.28,6583010,09/10/20
MRKR,"Marker Therapeutics Inc",1.55,0,0.00%,1.54,1.59,1.52,155105,09/10/20
MRLN,"Marlin Business Serv",7.17,-0.09,-1.24%,7.32,7.32,7.15,25006,09/10/20
MRNA,"Moderna Inc",57.56,0.66,+1.16%,57.04,60.32,56.87,7960539,09/10/20
MRNS,"Marinus Pharma CS",1.95,0.07,+3.72%,1.9,2.05,1.88,2602079,09/10/20
MRO,"Marathon Oil Corp",4.36,-0.18,-3.96%,4.51,4.56,4.36,35664434,09/10/20
MRSN,"Mersana Therapeutics Inc",18.42,0.22,+1.21%,18.12,18.95,17.88,558899,09/10/20
MRTN,"Marten Transport L",18.13,-0.28,-1.52%,18.46,18.58,18.01,173386,09/10/20
MRTX,"Mirati Therapeutics",133.24,-6.67,-4.77%,141.01,145,133.22,339729,09/10/20
MRVL,"Marvell Tech Group",38.51,-0.94,-2.38%,39.97,40.5,38.33,5690691,09/10/20
MS,"Morgan Stanley",50.29,-0.77,-1.51%,51.33,51.59,50.17,8568077,09/10/20
MSA,"Msa Safety Inc",123.14,-0.66,-0.53%,123.96,125.47,122.62,148472,09/10/20
