Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
MSBI,"Midland Sts BNC",14.35,-0.13,-0.90%,14.49,14.55,14.23,107875,09/10/20
MSCI,"MSCI Inc",342.53,-6.16,-1.77%,349.98,353.11,342.13,360895,09/10/20
MSEX,"Middlesex Water Company",63.04,-0.98,-1.53%,64.19,64.65,63.04,41866,09/10/20
MSFT,"Microsoft Corp",205.37,-5.92,-2.80%,213.4,214.74,204.11,34833922,09/10/20
MSGE,"Madison Square Garden Entertainment Corp.",78.6,-2.15,-2.66%,81.11,82.11,78.53,174887,09/10/20
MSGN,"Msg Networks Inc",9.79,-0.71,-6.76%,10.61,10.61,9.79,492523,09/10/20
MSGS,"Madison Square Garden Sports Corp.",162.99,-0.01,-0.01%,164.12,165.87,161.61,404000,09/10/20
MSI,"Motorola Solutions",150.34,-3.23,-2.10%,153.46,154.98,150.05,929614,09/10/20
MSM,"Msc Industrial Direct Company",63.12,-1.43,-2.22%,64.5,64.5,62.87,478472,09/10/20
MSON,"Misonix Inc",11.84,0.04,+0.34%,11.76,11.91,11.65,60009,09/10/20
MSTR,"Microstrategy Cl A",139.72,-1.43,-1.01%,141.72,143.09,139.44,145407,09/10/20
MTB,"M&T Bank Corp",99.05,-2.11,-2.09%,101.84,102.52,98.75,1244635,09/10/20
MTCH,"Match Group Inc",105.46,-0.1,-0.09%,106.29,108.37,104.17,1974933,09/10/20
MTD,"Mettler-Toledo International",963.46,-12.36,-1.27%,976.61,988.43,959.77,89947,09/10/20
MTDR,"Matador Resources Company",8.17,-0.97,-10.61%,9.05,9.09,8.16,2888778,09/10/20
MTEM,"Molecular Templates Inc",11.69,0.12,+1.04%,11.56,12.08,11.06,198196,09/10/20
MTG,"Mgic Investment Corp",9.1,-0.04,-0.44%,9.18,9.36,9.04,3743061,09/10/20
MTH,"Meritage Corp",98.39,-0.51,-0.52%,99.52,100.98,97.9,403092,09/10/20
MTN,"Vail Resorts",217.76,-1.14,-0.52%,219.78,224.9,217.13,555169,09/10/20
MTOR,"Meritor Inc",22.95,-0.47,-2.01%,23.68,24.04,22.94,493652,09/10/20
MTRN,"Materion Corp",50.5,-1.1,-2.13%,51.4,52.2,50.48,68052,09/10/20
MTRX,"Matrix Service Company",7.71,-0.25,-3.14%,7.98,7.99,7.65,195745,09/10/20
MTSC,"M T S Systems Cp",21.51,-0.63,-2.85%,22.18,22.75,21.48,138010,09/10/20
MTSI,"Macom Technology S",31.15,-0.63,-1.98%,32.38,32.44,31.14,525704,09/10/20
MTW,"Manitowoc Company",8.43,-0.39,-4.42%,8.81,8.85,8.43,324965,09/10/20
MTX,"Minerals Technologies Inc",48.8,-0.88,-1.77%,49.93,50.08,48.7,74013,09/10/20
MTZ,"Mastec Inc",42.88,-0.39,-0.90%,43.79,43.79,42.07,462962,09/10/20
MU,"Micron Technology",44.87,-0.28,-0.62%,45.47,45.95,44.69,13627609,09/10/20
MUR,"Murphy Oil Corp",10.02,-1.1,-9.89%,11.09,11.09,9.97,23204588,09/10/20
MUSA,"Murphy USA Inc",136.46,-0.25,-0.18%,133.89,139.27,133.89,361416,09/10/20
MVBF,"Mvb Financial Corp",15.25,-0.1,-0.65%,15.46,15.64,15.25,9085,09/10/20
MWA,"Mueller Water Products",10.74,0.04,+0.37%,10.73,10.77,10.64,695854,09/10/20
MXIM,"Maxim Integrated",66.35,-0.61,-0.91%,67.05,67.78,65.91,4067987,09/10/20
MXL,"Maxlinear Inc",21.45,0.21,+0.99%,21.87,22.17,21.38,421513,09/10/20
MYE,"Myers Industries",14.62,-0.35,-2.34%,15.13,15.13,14.59,62260,09/10/20
MYGN,"Myriad Genetics Inc",13.31,0.02,+0.15%,13.28,13.73,13.24,594397,09/10/20
MYL,"Mylan NV Ord Shs",15.06,-0.19,-1.25%,15.27,15.44,15.02,6289419,09/10/20
MYOK,"Myokardia Inc",114.24,3.75,+3.39%,110.69,119.88,109.49,491462,09/10/20
MYRG,"MYR Group Inc",35.3,-1.01,-2.78%,36.52,36.52,34.91,66102,09/10/20
NAT,"Nordic American Tanker Shipping Ltd",3.89,-0.04,-1.02%,3.85,3.96,3.85,1656690,09/10/20
NATH,"Nathan's Famous IN",51.78,0.78,+1.53%,51.14,51.78,50.86,3920,09/10/20
NATI,"Natl Instruments Cor",35.25,-0.16,-0.45%,35.89,36.28,35.22,645049,09/10/20
NATR,"Nature S Sunshine",12.25,-0.48,-3.77%,12.76,13.24,12.12,45819,09/10/20
NAV,"Navistar International Corp",40.78,4.94,+13.78%,42.43,43.08,40.58,6474728,09/10/20
NAVI,"Navient Cp",8.62,-0.22,-2.49%,8.91,9.08,8.61,1724997,09/10/20
NBEV,"New Age Beverages Corp",1.84,-0.01,-0.54%,1.85,1.94,1.82,1703972,09/10/20
NBHC,"National Bank Holdings Corp",27.13,-0.4,-1.45%,27.59,27.65,27.1,93396,09/10/20
NBIX,"Neurocrine Bioscienc",103,-4.66,-4.33%,108.22,108.22,102.34,1109634,09/10/20
NBL,"Noble Energy Inc",9.24,-0.28,-2.94%,9.59,9.62,9.21,31724211,09/10/20
NBN,"Northeast Bncp",18.6,-0.02,-0.11%,18.82,18.84,18.53,13466,09/10/20
NBR,"Nabors Industries",29.33,-2.15,-6.83%,31.5,31.51,29.25,379228,09/10/20
NBTB,"NBT Bancorp Inc",29.1,-0.52,-1.76%,29.63,30.13,29,126787,09/10/20
NC,"Nacco Industries",19.75,-0.15,-0.75%,20.15,20.15,19.68,10582,09/10/20
NCBS,"Nicolet Bnkshr",58.44,-0.83,-1.40%,59.6,60.15,58.16,28087,09/10/20
NCLH,"Norwegian Cruise Ord",17.93,0,0.00%,18.05,19.16,17.92,32649305,09/10/20
NCMI,"National Cinemedia",3.73,-0.39,-9.47%,4.1,4.1,3.7,921182,09/10/20
NCR,"NCR Corp",20.31,0.29,+1.45%,20.21,20.55,19.95,1710835,09/10/20
NDAQ,"Nasdaq Inc",124.91,-4.28,-3.31%,129.06,129.06,124.72,808198,09/10/20
NDLS,"Noodles & Company",7.61,0.09,+1.26%,7.58,7.85,7.58,240631,09/10/20
NDSN,"Nordson Corp",190.82,1,+0.53%,189.89,192.52,189.39,227186,09/10/20
NEE,"Nextera Energy",276.91,-5.46,-1.93%,281.06,281.99,276.43,1087088,09/10/20
NEM,"Newmont Mining Corp",66.49,-1.68,-2.46%,68.67,68.85,66.37,4833757,09/10/20
NEO,"Neogenomics Inc",36.35,-0.59,-1.60%,37.99,38.17,36.26,437275,09/10/20
NEOG,"Neogen Cp",73.39,-0.55,-0.74%,74.46,74.82,73.31,110419,09/10/20
NERV,"Minerva Neuroscie",2.9,0.02,+0.69%,2.91,3.03,2.9,581076,09/10/20
NESR,"National Energy Services Reunited Corp",6.71,-0.33,-4.69%,7.01,7.01,6.7,69060,09/10/20
NET,"Cloudflare Inc Cl A",33.58,-0.43,-1.26%,34.49,35.12,33.36,3806895,09/10/20
NEU,"Newmarket Corp",366.11,-1.46,-0.40%,364.55,367.24,361.91,35270,09/10/20
NEWR,"New Relic Inc",58.2,1.29,+2.27%,57.47,58.74,57.38,639520,09/10/20
NEX,"Nextier Oilfield Solutions Inc.",1.9,-0.2,-9.52%,2.11,2.12,1.89,1876529,09/10/20
NFBK,"Northfield Bncrp Del",9.76,0.01,+0.10%,9.78,9.83,9.62,240492,09/10/20
NFG,"National Fuel Gas Company",42.68,-0.58,-1.34%,43.3,43.34,42.67,264507,09/10/20
NFLX,"Netflix Inc",480.67,-19.52,-3.90%,503.35,506.29,478.84,6218598,09/10/20
NG,"Novagold Resources Inc",11.41,0.21,+1.88%,11.38,11.45,11.14,2247421,09/10/20
NGHC,"National General Hld",33.97,0,0.00%,34.04,34.04,33.95,302696,09/10/20
NGM,"Ngm Biopharmaceuticals Inc",18.27,-0.05,-0.27%,18.44,18.65,18.2,112611,09/10/20
NGVC,"Natural Grocers By Vitamin Cottage Inc",11.01,-0.22,-1.96%,11.22,11.43,11,129184,09/10/20
NGVT,"Ingevity Corp",56.58,-0.27,-0.47%,56.98,57.59,56.53,187211,09/10/20
NHC,"National Healthcare Corp",61.18,-0.42,-0.68%,61.5,61.73,60.62,26687,09/10/20
NHI,"National Health Investors",64.86,-0.15,-0.23%,64.78,65.51,64.5,261148,09/10/20
NI,"NiSource Inc",21.88,-0.23,-1.04%,21.99,22.11,21.85,2584270,09/10/20
NJR,"Newjersey Resources Corp",28.69,-0.37,-1.27%,29.23,29.23,28.63,526918,09/10/20
NK,"Nantkwest Inc CS",6.54,-0.04,-0.61%,6.68,6.94,6.52,881361,09/10/20
NKE,"Nike Inc",114.79,-0.11,-0.10%,115.9,118.23,114,5013315,09/10/20
NKSH,"Natl Bankshares Inc",24.83,-0.23,-0.92%,25.03,25.4,24.5,8800,09/10/20
NKTR,"Nektar Therapeutics",18.82,-0.03,-0.16%,18.92,19.55,18.81,648874,09/10/20
NL,"NL Industries",3.7,0.01,+0.27%,3.71,3.79,3.68,24990,09/10/20
NLOK,"Nortonlifelock Inc.",22.47,-0.58,-2.52%,22.98,23.35,22.42,3358667,09/10/20
NLS,"Nautilus Group",15.54,0.68,+4.58%,14.93,16.86,14.93,8542553,09/10/20
NLSN,"Nielsen Holdings Plc",14.41,-0.45,-3.03%,14.87,14.93,14.21,3173794,09/10/20
NLTX,"Neoleukin Therapeutics Inc",12.21,-0.42,-3.33%,12.75,12.83,12.15,227879,09/10/20
NLY,"Annaly Capital Management Inc",7.35,-0.1,-1.34%,7.45,7.46,7.34,9970108,09/10/20
NMIH,"Nmi Holdings Inc",18.02,-0.15,-0.83%,18.06,18.5,17.91,1193847,09/10/20
NMRK,"Newmark Group Inc Cl A",4.35,-0.08,-1.81%,4.45,4.5,4.33,848760,09/10/20
NNBR,"NN Inc",4.55,-0.09,-1.94%,4.66,4.82,4.52,195289,09/10/20
NNI,"Nelnet Inc",63.4,-1.83,-2.81%,65.63,65.89,63.32,60535,09/10/20
NNN,"National Retail Properties",37.3,-0.26,-0.69%,37.43,37.73,37.07,807536,09/10/20
NOC,"Northrop Grumman Corp",330.02,-9.39,-2.77%,339.77,341.04,329.41,557196,09/10/20
NODK,"Ni Holdings Inc",15.99,0.23,+1.46%,15.97,16.38,15.82,21872,09/10/20
NOV,National-Oilwell,11.15,-0.35,-3.04%,11.54,11.6,11.07,5220501,09/10/20
NOVA,"Sunnova Energy International Inc",23.45,-0.15,-0.64%,23.57,24.25,23.28,2193538,09/10/20
NOVT,"Novanta Inc",96.79,-2.72,-2.73%,99.93,100.43,96.07,125647,09/10/20
NOW,"Servicenow Inc",452.98,-5.22,-1.14%,461,468.32,450.27,1108441,09/10/20
NP,"Neenah Paper",40.78,-1.33,-3.16%,42.11,42.23,40.34,102400,09/10/20
NPK,"National Presto Industries",82.33,-2,-2.37%,84.82,84.82,81.89,24993,09/10/20
NPO,"Enpro Industries",56.26,-0.02,-0.04%,56.61,57.34,56.23,75747,09/10/20
NPTN,"Neophotonics Corp",6.15,-0.12,-1.91%,6.23,6.39,6.12,934592,09/10/20
NR,"Newpark Resources",1.54,-0.06,-3.75%,1.63,1.6391,1.53,337116,09/10/20
NRC,"National Research Corp",52.41,-2.06,-3.78%,55,55,52.36,33035,09/10/20
NRG,"NRG Energy",31.38,-0.98,-3.03%,32.25,32.44,31.3,2185867,09/10/20
NRIM,"Northrim Bancorp Inc",28.24,0.18,+0.64%,28.24,28.51,27.51,22218,09/10/20
NRZ,"New Residential Investment Corp",7.33,-0.13,-1.74%,7.45,7.61,7.33,3485149,09/10/20
NSA,"National Storage Affiliates Tru",34.14,-0.21,-0.61%,34.19,34.43,33.88,289687,09/10/20
NSC,"Norfolk Southern Corp",213.17,0.87,+0.41%,212.92,215,211.77,1293387,09/10/20
NSIT,"Insight Enterpr",57.15,-0.04,-0.07%,57.4,58.14,56.53,406943,09/10/20
NSP,"Insperity Inc",62.88,0.34,+0.54%,63.54,64.01,62.54,344211,09/10/20
NSSC,"Napco Sec Tech Inc",22.6,0.46,+2.08%,22.27,22.84,22,49196,09/10/20
NSTG,"Nanostring Tech",40.31,1.44,+3.70%,39.38,41.83,38.95,616949,09/10/20
NTAP,"Netapp Inc",44.37,-2.2,-4.72%,46.96,46.96,44.37,2395243,09/10/20
NTB,"Bank of Butterfield Ltd",24.74,-0.26,-1.04%,25.13,25.35,24.72,152717,09/10/20
NTCT,"Netscout Systems",22.24,-0.2,-0.89%,22.58,22.91,22.22,359046,09/10/20
NTGR,"Netgear Inc",30.48,-0.79,-2.53%,31.35,31.59,30.28,161461,09/10/20
NTLA,"Intellia Thera CS",18.94,0.12,+0.64%,19,19.72,18.81,656915,09/10/20
NTNX,"Nutanix Inc",24.72,-0.84,-3.31%,25.89,26.16,24.64,3216257,09/10/20
NTRA,"Natera Inc",61.74,-1.38,-2.19%,60.76,63.72,60.51,939897,09/10/20
NTRS,"Northern Trust Corp",78.65,-2.44,-3.01%,80.52,81.43,78.54,1077111,09/10/20
NTUS,"Natus Medical Inc",17.68,-0.05,-0.28%,17.67,17.96,17.67,230808,09/10/20
NUAN,"Nuance Communicatns",30.72,0.53,+1.76%,30.49,31.15,30.41,7180883,09/10/20
NUE,"Nucor Corp",45.39,-0.67,-1.45%,46.19,46.26,45.36,1225234,09/10/20
NUS,"Nu Skin Enterprises",50.85,1.09,+2.19%,50.06,51.95,50.02,531473,09/10/20
NUVA,"Nuvasive Inc",52.62,0.15,+0.29%,52.39,53.33,52.05,618979,09/10/20
NVAX,"Novavax Inc",92.86,2.02,+2.22%,92.83,99.41,90.25,4637960,09/10/20
NVCR,"Novocure Ltd Ord Sh",87.4,1.95,+2.28%,85.45,90.56,85.45,1470884,09/10/20
NVDA,"Nvidia Corp",492.47,-16.13,-3.17%,519.57,522.61,486.68,17364270,09/10/20
NVEC,"Nve Corp",49.75,-1.32,-2.58%,51.87,51.87,49.7,23912,09/10/20
NVEE,"Nv5 Global",49.4,-1.05,-2.08%,50.35,50.88,49.39,56918,09/10/20
NVR,"NVR Inc",3953.96,-58.28,-1.45%,4015,4059,3921.01,13424,09/10/20
NVRO,"Nevro Corp",139.23,0.81,+0.59%,139.14,142.78,139,295346,09/10/20
NVST,"Envista Holdings Corp",24.86,0.5,+2.05%,24.7,25.52,24.65,2004771,09/10/20
NVT,"Nvent Electric Plc",18.09,-0.47,-2.53%,18.65,18.87,18.06,1581938,09/10/20
NVTA,"Invitae Corp",32.75,0.27,+0.83%,32.77,34.98,32.15,2254574,09/10/20
NWBI,"Northwest Bancshares",10.02,-0.11,-1.09%,10.15,10.24,9.98,546287,09/10/20
NWE,"Northwestern Corp",50.98,-0.54,-1.05%,51.52,51.68,50.76,395831,09/10/20
NWFL,"Norwood Financial Cp",26.44,1.14,+4.51%,25.26,26.88,25.12,5428,09/10/20
NWL,"Newell Rubbermaid Inc",17.21,0.78,+4.75%,16.56,17.34,16.54,4988421,09/10/20
NWLI,"Natl Wstrn Life Gp A",208.9,-5.15,-2.41%,213.15,213.21,206.99,9295,09/10/20
NWN,"Northwest Natural Gas Company",46.93,-1.11,-2.31%,47.64,47.69,46.45,257709,09/10/20
NWPX,"Northwest Pipe Company",27.02,-0.16,-0.59%,27.4,27.4,26.59,22590,09/10/20
NWS,"News Cp Cl B",14.86,-0.29,-1.88%,15.19,15.23,14.81,464742,09/10/20
NWSA,"News Cp Cl A",14.84,-0.28,-1.85%,15.09,15.23,14.82,1960943,09/10/20
NX,"Quanex Building Products Corp",17.43,-0.65,-3.60%,18.23,18.23,17.4,186592,09/10/20
NXGN,"Nextgen Healthcare Inc",13.35,-0.13,-0.96%,13.62,13.85,13.3,336574,09/10/20
NXRT,"Nexpoint Residential Trust Inc",41.6,-0.31,-0.74%,41.81,42.34,41.48,138771,09/10/20
NXST,"Nexstar Broadcasting",95.74,-1.43,-1.47%,96.93,100.12,95.69,302282,09/10/20
NXTC,"Nextcure Inc",9.14,-0.19,-2.04%,9.4,9.42,9.05,316065,09/10/20
NYCB,"New York Community Bancorp",8.72,-0.19,-2.13%,8.95,8.98,8.71,3891695,09/10/20
NYMT,"New York Mtge Trust",2.47,-0.07,-2.76%,2.54,2.56,2.47,2470320,09/10/20
NYT,"New York Times Company",43.34,-0.55,-1.25%,44.07,44.81,43.29,1162980,09/10/20
O,"Realty Income Corp",63.76,-0.87,-1.35%,64.38,64.98,63.73,1475325,09/10/20
OBNK,"Origin Bancorp Inc",22.83,-0.56,-2.39%,23.89,23.89,22.83,29724,09/10/20
OC,"Owens Corning Inc",64.51,-1.2,-1.83%,65.92,66.12,64.41,1087330,09/10/20
OCFC,"Oceanfirst Finl Corp",14.93,-0.26,-1.71%,15.28,15.28,14.9,125763,09/10/20
OCUL,"Ocular Therapeut",8.31,0.05,+0.61%,8.2,8.58,8.12,598872,09/10/20
ODC,"Oil-Dri Corp of America",36.34,0.08,+0.22%,36.24,36.86,36.24,8090,09/10/20
ODFL,"Old Dominion Freight Line Inc.",194.57,-4.47,-2.25%,199.16,199.51,193.03,687922,09/10/20
ODP,"Office Depot",21.89,-0.67,-2.97%,22.78,23.02,21.82,421599,09/10/20
ODT,"Odonate Therapeutics Inc",15.48,0.2,+1.31%,15.9,17.37,15.4,878378,09/10/20
OEC,"Orion Engineered Carbons S.A R",14.26,0.63,+4.62%,13.95,14.43,13.89,719199,09/10/20
OFC,"Corporate Office Properties",23.08,-0.39,-1.66%,23.44,23.61,22.95,770052,09/10/20
OFG,"Oriental Financial Group",12.98,-0.06,-0.46%,13.12,13.3,12.95,247703,09/10/20
OFIX,"Orthofix Intl NV",28.74,0.28,+0.98%,28.71,29.27,28.66,116744,09/10/20
OFLX,"Omega Flex Inc",128.29,-1.67,-1.29%,130,130.99,126.48,8697,09/10/20
OGE,"Oge Energy Corp",30.37,-0.71,-2.28%,31.09,31.09,30.32,1009224,09/10/20
OGS,"One Gas Inc",69.64,-1.61,-2.26%,70.99,71.01,69.62,328458,09/10/20
OHI,"Omega Healthcare Investors",32.43,-0.33,-1.01%,32.57,32.75,32.26,1179041,09/10/20
OI,Owens-Illinois,11.32,-0.18,-1.57%,11.54,11.71,11.31,736277,09/10/20
OII,"Oceaneering International",4.07,-0.37,-8.33%,4.54,4.54,4.07,1327847,09/10/20
OIS,"Oil States International",3.46,-0.24,-6.49%,3.74,3.79,3.44,884643,09/10/20
OKE,"Oneok Inc",26.03,-0.45,-1.70%,26.64,26.84,26.01,3181851,09/10/20
OKTA,"Okta Inc Cl A",198.48,-2.01,-1.00%,202.51,206.58,196.54,1115648,09/10/20
OLED,"Universal Display",165.73,-4.54,-2.67%,171.55,173.52,165.08,223748,09/10/20
OLLI,"Ollies Bargain CS",91.65,0.12,+0.13%,92.69,94.58,91.32,804330,09/10/20
OLN,"Olin Corp",11.29,-0.17,-1.48%,11.43,11.5,11.12,3426604,09/10/20
OLP,"One Liberty Properties",18.44,-0.32,-1.71%,18.89,18.89,18.37,76415,09/10/20
OMC,"Omnicom Group Inc",51.8,-1.2,-2.26%,53.01,53.62,51.58,1728878,09/10/20
OMCL,"Omnicell Inc",72.81,1.36,+1.90%,71.82,73.51,71.29,398374,09/10/20
OMER,"Omeros Corp",11.66,0.67,+6.10%,11,11.87,10.93,1359150,09/10/20
OMF,"Onemain Holdings Inc",29.52,-0.56,-1.86%,30.23,30.88,29.49,632176,09/10/20
OMI,"Owens & Minor",15.83,-0.27,-1.68%,16.01,16.19,15.63,1015755,09/10/20
ON,"On Semiconductor",21.52,-0.3,-1.37%,21.5,22.26,21.5,5953287,09/10/20
ONB,"Old National Bncp",13.25,-0.13,-0.97%,13.4,13.43,13.17,541949,09/10/20
ONEM,"1Life Healthcare Inc",28.28,-0.75,-2.58%,29.24,29.9,28.16,1876674,09/10/20
ONTO,"Onto Innovation Inc.",28.7,-0.81,-2.74%,29.68,29.8,28.61,263813,09/10/20
OOMA,"Ooma Inc",13.2,0.13,+0.99%,13.18,13.56,13.16,242632,09/10/20
OPBK,"Open Bank",6.27,0.15,+2.45%,6.22,6.36,6.2,26500,09/10/20
OPCH,"Option Care Health Inc",10.86,-0.4,-3.51%,11.26,11.59,10.86,544659,09/10/20
OPI,"Office Properties Income Trust",22.98,-0.33,-1.42%,23.26,23.31,22.9,153340,09/10/20
OPK,"Opko Health Inc",3.06,-0.06,-1.92%,3.11,3.22,3.05,7917600,09/10/20
OPRT,"Oportun Financial Corp",13.9,-0.04,-0.29%,14.04,14.34,13.85,54689,09/10/20
OPRX,"Optimizerx Corp",18.18,-0.46,-2.47%,18.82,18.82,17.92,88953,09/10/20
OPTN,"Optinose Inc",4.53,0.03,+0.67%,4.53,4.63,4.46,209065,09/10/20
OPY,"Oppenheimer Holdings",23.91,-0.19,-0.79%,24.33,24.53,23.88,104644,09/10/20
ORA,"Ormat Technologies",59.56,-1.68,-2.74%,61.32,61.34,59.11,244703,09/10/20
ORBC,"Orbcomm Inc",3.85,-0.02,-0.52%,3.9,3.97,3.84,335191,09/10/20
ORC,"Orchid Island Capital Inc",5.06,-0.06,-1.17%,5.07,5.14,5.05,708122,09/10/20
ORCL,"Oracle Corp",57.33,0.38,+0.67%,57.44,58.18,56.75,20059055,09/10/20
ORI,"Old Republic International Corp",15.41,-0.26,-1.66%,15.78,15.81,15.4,2251311,09/10/20
ORIC,"Oric Pharmaceuticals Inc",22.2,-2.18,-8.94%,24.37,24.65,22,97322,09/10/20
ORLY,"O'Reilly Automotive",469.27,-7.01,-1.47%,476.8,480.64,467.43,361229,09/10/20
ORRF,"Orrstown Finl Svcs",13.52,-0.18,-1.31%,13.81,13.81,13.5,70982,09/10/20
OSBC,"Old Second Bancorp",8.21,-0.01,-0.12%,8.2,8.26,8.13,121907,09/10/20
OSG,"Overseas Shipholding Group Inc",2.16,0.06,+2.86%,2.12,2.18,2.1,173347,09/10/20
OSIS,"O S I Systems Inc",76.74,-0.56,-0.72%,77.47,77.97,76.74,101038,09/10/20
OSK,"Oshkosh Truck Corp",75.35,-1.18,-1.54%,77.58,77.71,75.32,398521,09/10/20
OSPN,"Onespan Inc",20.65,-0.13,-0.63%,21.13,21.38,20.57,204541,09/10/20
OSTK,"Overstock.com Inc",74.5,5.56,+8.06%,76.6,86.75,73.34,19403594,09/10/20
OSUR,"Orasure Tech Inc",10.49,-0.14,-1.32%,10.72,10.91,10.32,3292120,09/10/20
OSW,"Onespaworld Holdings Ltd",7.27,-0.09,-1.22%,7.41,7.52,7.26,315234,09/10/20
OTIS,"Otis Worldwide Corp [Otis/I]",59.9,-2.18,-3.51%,61.98,61.98,59.73,3828016,09/10/20
OTRK,"Ontrak Inc.",74.86,-5.46,-6.80%,82,83.34,72.87,887083,09/10/20
OTTR,"Otter Tail Corp",37.08,-0.81,-2.14%,38.11,38.15,36.91,161219,09/10/20
OUT,"Outfront Media Inc",15.87,-0.19,-1.18%,16.06,16.17,15.77,2506732,09/10/20
OVBC,"Ohio Valley Banc Cp",22.18,0.33,+1.51%,21.57,22.46,21.55,2323,09/10/20
OVID,"Ovid Therapeutics Inc",5.67,-0.05,-0.87%,5.72,5.92,5.66,460007,09/10/20
OVLY,"Oak Valley Bancp CA",13.26,-0.07,-0.53%,13.63,13.68,13.26,2274,09/10/20
OVV,"Ovintiv Inc.",8.68,-0.75,-7.95%,9.39,9.43,8.62,5632970,09/10/20
OXM,"Oxford Industries",46.36,0.79,+1.73%,45.96,46.83,45.6,122082,09/10/20
OXY,"Occidental Petroleum Corp",10.19,-0.88,-7.95%,11.05,11.08,10.18,43177191,09/10/20
OYST,"Oyster Point Pharma Inc",20.88,-0.27,-1.28%,21.36,21.69,20.88,22758,09/10/20
OZK,"Bank Ozk",22.05,-0.13,-0.59%,22.24,22.4,21.97,578715,09/10/20
PACB,"Pacific Biosciences",6.97,0.19,+2.80%,6.95,7.16,6.89,3075118,09/10/20
PACK,"Ranpak Holdings Corp",10.6,0.51,+5.05%,10.14,10.65,10.11,396173,09/10/20
PACW,"Pacwest Bancorp",18.22,-0.22,-1.19%,18.63,18.69,17.99,1449538,09/10/20
PAE,"Pae Inc Cl A",9.01,0.1,+1.07%,8.89,9.08,8.84,275422,09/10/20
PAG,"Penske Automotive Group",48.09,-1.51,-3.04%,50.21,50.59,47.88,311131,09/10/20
PAHC,"Phibro Anl Htlh A",18.58,-0.19,-1.01%,18.91,18.92,18.54,143391,09/10/20
PANW,"Palo Alto Networks Inc",236.96,-1.44,-0.60%,238.75,243.24,236.56,1132309,09/10/20
PAR,"Par Technology Corp",41.51,1.42,+3.54%,40.69,41.85,40.69,243831,09/10/20
PARR,"Par Petroleum Corp",8.18,-0.04,-0.49%,8.19,8.52,8.06,621787,09/10/20
PASG,"Passage Bio Inc",15.71,-0.29,-1.81%,16.19,16.56,15.43,166842,09/10/20
PATK,"Patrick Inds Inc",52.88,-0.58,-1.08%,53.57,53.91,52.28,136364,09/10/20
PAYC,"Paycom Software Inc",275.49,-4.68,-1.67%,282.52,289,273.77,294833,09/10/20
PAYS,"Paysign Inc",5.53,-0.17,-2.98%,5.71,5.99,5.52,335038,09/10/20
PAYX,"Paychex Inc",75.3,-0.48,-0.63%,75.89,76.88,75.03,2206184,09/10/20
PB,"Prosperity Bancshares",52.38,-0.59,-1.11%,53.23,53.53,52.31,467315,09/10/20
PBCT,"People's United Finl",10.14,-0.29,-2.78%,10.46,10.51,10.13,3985842,09/10/20
PBF,"PBF Energy Inc",6.59,-0.61,-8.47%,7.18,7.24,6.58,7582321,09/10/20
PBH,"Prestige Brand Holdings",36.48,0.05,+0.14%,36.47,36.99,36.26,270224,09/10/20
PBI,"Pitney Bowes Inc",5.05,0.26,+5.43%,4.92,5.23,4.9,2657114,09/10/20
PBIP,"Prudential Bancorp",9.83,-0.22,-2.19%,10.15,10.25,9.81,6402,09/10/20
PBYI,"Puma Biotechnology",9.73,-0.06,-0.61%,9.82,10.12,9.63,689666,09/10/20
PCAR,"Paccar Inc",82.84,-2.12,-2.50%,84.54,85.63,82.36,1415849,09/10/20
PCB,"Pacific City Finl Cp",9.26,-0.02,-0.22%,9.28,9.34,9.16,6787,09/10/20
PCG,"Pacific Gas & Electric Company",9,-0.11,-1.21%,9.06,9.17,8.96,19257543,09/10/20
PCH,"Potlatch Cp",42.92,-0.33,-0.76%,43.15,43.74,42.7,308089,09/10/20
PCRX,"Pacira Pharm Inc",59.2,-0.83,-1.38%,60.26,61.98,58.91,577007,09/10/20
PCSB,"Pcsb Financial Corp",13.23,-0.11,-0.82%,13.34,13.72,13.23,53467,09/10/20
PCTY,"Paylocity Hld Corp",140.24,-1.56,-1.10%,143.28,146.62,138.78,236447,09/10/20
PCYO,"Pure Cycle Corp",9.88,0.16,+1.65%,9.72,9.96,9.64,70965,09/10/20
PD,"Pagerduty Inc",23.4,-0.39,-1.64%,23.86,24.11,23,3255159,09/10/20
PDCE,"Pdc Energy Inc",11.66,-3.15,-21.27%,14.47,14.71,11.63,6439420,09/10/20
PDCO,"Patterson Companies",23.84,-0.65,-2.65%,24.51,24.78,23.8,946942,09/10/20
PDFS,"Pdf Solutions Inc",18.63,0.12,+0.65%,18.7,19,18.5,157363,09/10/20
PDLB,"Pdl Community Bancorp",8.6,0,0.00%,8.57,8.8,8.51,14939,09/10/20
PDLI,"Pdl Biopharma Inc",3.33,0.03,+0.91%,3.31,3.47,3.3,1034768,09/10/20
PDM,"Piedmont Office Realty Trust",14.64,-0.32,-2.14%,14.99,14.99,14.59,647407,09/10/20
PE,"Parsley Energy",9.46,-0.57,-5.68%,9.97,10.02,9.46,10446720,09/10/20
PEAK,"Healthpeak Properties Inc.",27.93,-0.17,-0.60%,27.95,28.32,27.82,2552999,09/10/20
PEB,"Pebblebrook Hotel Trust",13.19,-0.12,-0.90%,13.36,13.7,13.16,2190643,09/10/20
